PassengerId,Survived_pred,Survived_prob
892,0,0.14873638700664638
893,1,0.5061626060150586
894,0,0.14080034621678608
895,0,0.14089173271505087
896,1,0.525097032227285
897,0,0.16685724010723504
898,1,0.8562413705588556
899,0,0.18823661147878124
900,1,0.735622953862875
901,0,0.12398911055270634
902,0,0.1415461728783433
903,0,0.14899029890470758
904,1,0.8919221039797555
905,0,0.1344252581607371
906,1,0.9137137644455898
907,1,0.8903090347707074
908,0,0.1345979021888107
909,0,0.1676461811793429
910,0,0.4645512282489407
911,1,0.6515490833098807
912,0,0.25152292866074166
913,1,0.6234859017950997
914,1,0.9088948881825496
915,0,0.2910463466517881
916,1,0.510504679586463
917,0,0.1146761911108644
918,1,0.9095161514653903
919,0,0.16142199865913198
920,0,0.14923005482802384
921,0,0.15041387582650825
922,0,0.13251429511762208
923,0,0.17601545072096242
924,0,0.4320113975017787
925,0,0.434922731919178
926,0,0.1814339966770606
927,0,0.18154002423333496
928,1,0.5840654063886651
929,1,0.5481260612422094
930,0,0.14011212379925653
931,0,0.16514883978561903
932,0,0.1406078771562132
933,0,0.1485939790025131
934,0,0.1489094026224399
935,1,0.8799061602477014
936,1,0.9186216114666327
937,0,0.14000429334955933
938,0,0.16027868618373484
939,0,0.1474080230342405
940,1,0.8433744931978046
941,1,0.633866369894265
942,0,0.1645956862433929
943,0,0.1393653087259311
944,1,0.8033058537367732
945,1,0.857308651821992
946,0,0.13809976436805704
947,0,0.12724370628702225
948,0,0.14800427976848232
949,0,0.1399899300371044
950,0,0.10962430739552909
951,1,0.7570320271190125
952,0,0.15212435292360446
953,0,0.14105684833282592
954,0,0.14871622533735893
955,1,0.850572529337966
956,1,0.5336728283188547
957,1,0.8813639887198934
958,1,0.8416555547735798
959,0,0.1482161314100329
960,0,0.14664077845917328
961,0,0.2514039598629305
962,1,0.8539254202210683
963,0,0.14216598575374986
964,1,0.5888263472621953
965,0,0.14887535529740648
966,1,0.804686924496269
967,0,0.2503699395144819
968,0,0.14156011914973046
969,1,0.8399219065196282
970,0,0.1387558532286725
971,1,0.8539254202210683
972,1,0.7638455144697087
973,0,0.454052289420541
974,0,0.14785860223136635
975,0,0.1415461728783433
976,0,0.1341364696373527
977,0,0.13182215200021227
978,1,0.8568776347981742
979,1,0.5349341091651405
980,1,0.8570247231273574
981,1,0.8747145034221977
982,0,0.4535930638434239
983,0,0.14153554522897366
984,1,0.9307528132737687
985,0,0.14156011914973046
986,0,0.15612458727946713
987,0,0.13999737936181184
988,1,0.7045307870198805
989,0,0.1424086501887863
990,1,0.5422054736372838
991,0,0.1463575840695424
992,1,0.9000288512998657
993,0,0.1315704160736639
994,0,0.1474080230342405
995,0,0.1402891041518805
996,1,0.8230507755392944
997,0,0.14471560209445564
998,0,0.15485605566653082
999,0,0.1474080230342405
1000,0,0.14162487982522534
1001,0,0.1464981603272297
1002,0,0.1439411029887578
1003,1,0.8570505841363182
1004,1,0.8722619659912844
1005,1,0.8424496200073377
1006,1,0.7470047926734283
1007,0,0.19132560383810954
1008,0,0.14865312969735273
1009,1,0.8085140379058209
1010,0,0.15375335788988434
1011,1,0.8691081280527252
1012,1,0.80578080342379
1013,0,0.14992079723817692
1014,1,0.9048510919023578
1015,0,0.14149240147660022
1016,0,0.1474080230342405
1017,1,0.7573995867202233
1018,0,0.14102277570348898
1019,1,0.8082475987068624
1020,0,0.14984298025829182
1021,0,0.14000019596867325
1022,0,0.14538787163687072
1023,0,0.17754530906255633
1024,0,0.18542887253150006
1025,0,0.13242411912019933
1026,0,0.14752787587308708
1027,0,0.1399915247878378
1028,0,0.15085568035416475
1029,0,0.13596384682382548
1030,1,0.5570830860951698
1031,0,0.20129970108380876
1032,0,0.14270226607925224
1033,1,0.8754526192437925
1034,0,0.27198700503833534
1035,0,0.13589246720012751
1036,0,0.1496518173942168
1037,0,0.16809986879350977
1038,0,0.1445565138917865
1039,0,0.1410288162966349
1040,0,0.1485939790025131
1041,0,0.14760268778389468
1042,1,0.9012764509816494
1043,0,0.14867024337568488
1044,0,0.12573497177644732
1045,1,0.6298782296696831
1046,0,0.1100525683624512
1047,0,0.1399793851769594
1048,1,0.8548279174446762
1049,1,0.5567179724806238
1050,0,0.1496518173942168
1051,1,0.6791442329142376
1052,1,0.8570099212843011
1053,1,0.7345512112367844
1054,1,0.8661852137376844
1055,0,0.1414735994524733
1056,0,0.1496622809895709
1057,1,0.51175983270685
1058,0,0.17773085604271902
1059,0,0.15535103167705347
1060,1,0.867524951266751
1061,1,0.5535763890251064
1062,0,0.1415164485708599
1063,0,0.15003392260087248
1064,0,0.11689299562451184
1065,0,0.14865764038454113
1066,0,0.1369924189863312
1067,1,0.9317463947324346
1068,1,0.8562293381058744
1069,0,0.24330271362989137
1070,1,0.738343610082644
1071,1,0.7772789878996341
1072,0,0.1387558532286725
1073,0,0.18025951617458216
1074,1,0.8936206101735538
1075,0,0.1474080230342405
1076,1,0.8519758105028945
1077,0,0.14916306493351916
1078,1,0.9285666913001778
1079,0,0.15042544219190163
1080,0,0.1486860247144373
1081,0,0.14928139284015204
1082,0,0.1286962987726174
1083,0,0.1486823105352343
1084,0,0.4652269694675898
1085,0,0.13934223498732023
1086,1,0.8661364834324851
1087,0,0.14632831591966858
1088,1,0.7306787112478607
1089,1,0.5344937912929243
1090,0,0.1373655028563249
1091,1,0.5841972805820823
1092,1,0.8630035042037543
1093,1,0.9032817150293925
1094,0,0.38223395485226397
1095,1,0.934471455268613
1096,0,0.1363041646868709
1097,0,0.1497506999114591
1098,1,0.8464979303922101
1099,0,0.1366341163578635
1100,1,0.869494401313251
1101,0,0.14000270505033974
1102,0,0.14930591669786292
1103,0,0.14147726979298383
1104,0,0.15265841299848182
1105,1,0.7793384546451535
1106,0,0.29139715727092536
1107,0,0.14852947001049188
1108,1,0.8571389559225262
1109,0,0.2673556450569714
1110,1,0.8051145901775018
1111,0,0.14156011914973046
1112,1,0.8791825793890387
1113,0,0.1421683863969206
1114,1,0.844488699637966
1115,0,0.1421646488184876
1116,1,0.8231317670983682
1117,1,0.7550036749770137
1118,0,0.1403143717019052
1119,1,0.8570247231273574
1120,0,0.15113055748121307
1121,0,0.14600235450300122
1122,0,0.1678514867365913
1123,1,0.8847806457581541
1124,0,0.12440936454636772
1125,0,0.14740329513368153
1126,0,0.19179755166188225
